微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ItyduACdR,【又是因为打麻将、打扑克！台州一名新冠肺炎患者感染多人！】1月28日，台州市一院收治的发热病人林某被确诊，其密切接触者和可疑传染源排查随即展开。据查，1月13日，林某曾与从武汉归来的叶某在A棋牌室打过麻将，随后，林某丈夫、叶某及其妻子都被确诊。1月30日，市一院又收治了两名确诊患者张某和其妻子，张某回忆起曾在A棋牌室与最先发病的林某打过扑克。又是因为打麻将、打扑克！台州一名新冠肺炎患者感染多人！                原图                            ,http://wx3.sinaimg.cn/large/6e1fdf79ly1gbray5tgr2j20k00b97bi.jpg,无,无,2020-02-10 14:45,微博 weibo.com,21,7,10
Ity7hyM00,【不得粗暴管控，不得随意限制居民正常出行，不得一概拒绝人员入杭 杭州依法科学有序推进疫情防控】浙江省疫情防控责任令第2号和杭州市疫情防控指挥部令第34号要求，各地在坚持严格管控的前提下，不得采取锁门、封堵通道等粗暴方式实施居家隔离硬管控，不得随意限制小区居民和租客进入小区，不得以外地车牌、外地户籍为由一概拒绝人员车辆入杭。杭州各地各部门要一以贯之地落实好中央和省、市决策部署，依法防控，依法治理，切实保障群众生命安全和城市有序运行。不得粗暴管控，不得随意限制居民正常出行，不得一概拒绝人员入杭 杭州依法科学有序推进疫情防控                原图                            ,http://wx2.sinaimg.cn/large/6e1fdf79ly1gbraidub77j20j608amy4.jpg,无,无,2020-02-10 14:30,微博 weibo.com,629,92,249
Ity6infqz,【太硬核了！杭州这个街道阻击新冠病毒全是黑科技】2个人、5台电脑、9个显示屏、一块数据大屏……这是杭州下城区长庆街道24小时运转的防控疫情指挥中心。新冠病毒疫情发生后，这个拥有5万多常住人口，4200多户出租户的街道实行封闭管理，小区有无来自疫区的车辆，新入小区人员从哪里来，居家留观人员当天体温……6个社区的管理数据就像飞机驾驶舱的精密部件，在指挥中心屏幕上实时跳动。这些数据，又像驾驶飞机一样，被精准流转到辖区所在的卫生、社区、治安等各个系统，实现快速响应。狙击病毒 浙江凭什么硬核？                                ,无,无,无,2020-02-10 14:27,微博 weibo.com,41,28,13
Ity3UBSiO,【复工第一天，杭州东站情况怎么样？现场图来了】今日开始，浙江部分企业迎来复工。快报多路记者，直击复工首日杭州东站、城站、地铁、公交车站的情况。11点10分，杭州东站铁路出发北行车道车辆寥寥，一男子推着行李箱，问去哪儿，他摆摆手：“请不要靠近。”铁路售票处只有一个小伙子在买票。小伙子来杭州一星期，一直住在酒店，他来杭州找工作，但现在因为疫情，不好找，他今天打算去上海看看机会。东站西门进站口，工作人员对乘客进行实名验证。进站乘客进行红外线体温筛查。信息核录点工作人员说主要对来自重点疫区人员进行信息登记。工作人员说，“上午都没什么人来登记的。”复工第一天，杭州东站情况怎么样？现场图来了！            [组图共9张]    原图                            ,"http://ww2.sinaimg.cn/large/6e1fdf79ly1gbra9oepfbj20go0cik2n.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gbra9ogtclj20go0ci7bw.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbra9orovij20go0m8qjk.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbra9oq8z2j20go0ciqfl.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gbra9orc2ij20go0cik0e.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbra9onhrbj20go0ci4cu.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbra9p2qn5j20go0cidow.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gbra9p87q7j20go0m8h7a.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gbra9p9942j20go0m84ed.jpg",无,无,2020-02-10 14:22,微博 weibo.com,154,19,39
ItxUGyTTz,【隐瞒前往省内重点疫区经历，虚构身份申请复工，杭州一企业负责人被行政拘留】2月4日，滨江区物联网街大华江虹国际创新园某科技公司实际控制人王某某（男），为顺利通过公司提前复工审批，故意隐瞒本人春节期间前往省内重点疫区经历，虚构自已身份信息，致使区相关职能部门于2月6日作出同意该公司提前复工的决定，造成不良影响。目前王某某被行政拘留，区经信局已责令公司停工，在疫情结束前不予审核备案。隐瞒前往省内重点疫区经历，虚构身份申请复工，杭州一企业负责人被行政拘留                原图                            ,http://wx3.sinaimg.cn/large/6e1fdf79ly1gbr9m6zthcj20k00f0nfr.jpg,无,无,2020-02-10 13:59,微博 weibo.com,36,4,11
ItxCFkYGO,【杭州绿城足球队数人感染新冠肺炎！上月在安徽蚌埠参加全国青少年足球邀请赛】据@蚌埠发布 ：1月16日至20日，第二届全国青少年足球邀请赛在我市举行，先后有浙江、江苏、安徽30支代表队446人参赛。浙江杭州绿城足球代表队数人感染新型冠状病毒肺炎，其中湖北籍队员武某亲属（期间来蚌观赛）确诊感染。球赛相关人员先后在万达广场、南山豪生大酒店、提香格调酒店、宝龙肯德基、提香格调酒店旁开心小餐馆活动或就餐。杭州绿城足球队数人感染新冠肺炎！上月在安徽蚌埠参加全国青少年足球邀请赛            [组图共2张]    原图                            ,"http://ww3.sinaimg.cn/large/6e1fdf79ly1gbr8c0p6c0j20gz0cet9u.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbr8c0px1dj20dc05njtc.jpg",无,无,2020-02-10 13:14,微博 weibo.com,42,11,18
ItwO7BTEN,【返杭复工客流量高峰来了吗？昨天一班上海到杭州的高铁，就下来5个人】最近，不少单位开始筹备复工，外地员工陆续返杭，不过从昨天杭州火车东站、各地铁线、公交车的客流量来看，返杭人流高峰还未出现。地铁凤起路站是1号线和2号线的中转站，也是杭州市区人流量最大的地铁站，都采用了红外线体温检测器，不需要排队，甚至不用停留，体温就测好了。昨天下午，记者到了地铁4号线杭州东站，这个站平时上下客流量很大，但昨天就下来了三四个乘客；由上海虹桥方向开来的一班高铁抵杭，也只出来了5个乘客。返杭复工客流量高峰来了吗？昨天一班上海到杭州的高铁，就下来5个人……            [组图共5张]    原图                            ,"http://ww4.sinaimg.cn/large/6e1fdf79ly1gbr4qgohf5j20m80et7m9.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gbr4qhcn4bj20m80ettnk.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbr4qgr14jj20m80fidrx.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbr4qgncnlj20m80gowur.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gbr4qgka5xj20m80gnqgk.jpg",无,无,2020-02-10 11:10,微博 weibo.com,258,9,57
Itw5NzcQd,【杭州核减确诊12例，累计确诊155例！新增确诊2例情况公布】2月9日0-24时，全市新增报告新型冠状病毒感染的肺炎确诊病例2例，其中：上城区、萧山区各1例。新增重症病例5例，治愈出院12例。2月9日，根据国家最新病例归属地统计口径，杭州市核减确诊病例数12例，其中上城区核减2例、西湖区核减1例、萧山区（机场检疫）核减9例，按病例现住址订正回原籍。截至2月9日24时，全市累计报告新型冠状病毒感染的肺炎确诊病例155例。杭州核减确诊12例，累计确诊155例！新增确诊2例情况公布                原图                            ,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbr1kuehabj20dc05n0uq.jpg,无,无,2020-02-10 09:21,微博 weibo.com,628,94,102
ItvXvEZ1B,【浙江新增确诊29例，其中杭州2例、宁波3例、温州16例】2月9日0-24时，浙江省报告新型冠状病毒肺炎新增确诊病例29例，新增出院病例28例。其中：新增确诊病例中，杭州市2例、宁波市3例、温州市16例、嘉兴市2例、绍兴市3例、台州市3例。截至2月9日24时，浙江省累计报告新型冠状病毒肺炎确诊病例1092例（杭州市核减12例），现有重症病例80例（其中危重24例），累计出院201例。浙江新增确诊29例，其中杭州2例、宁波3例、温州16例                原图                            ,http://wx2.sinaimg.cn/large/6e1fdf79ly1gbr0zljwn7j20dc05n0uq.jpg,无,无,2020-02-10 09:00,微博 weibo.com,41,14,22
ItvMryLhZ,【转存！#复工防疫守则#】通勤路上应全程佩戴口罩，尽量不摸车内设施；办公室内与人保持1米以上距离，重视物品的消毒，准备带盖的水杯；食堂内单人单桌或隔座而坐，不要互相分享食物；使用卫生间时盖上马桶盖再冲水，用七步洗手法认真洗手！更多↓↓复工在即，这些防疫要点要谨记！分享！ （央视新闻）                原图                            ,http://wx3.sinaimg.cn/large/6e1fdf79ly1gbr07649c5j20j60y3n1z.jpg,无,无,2020-02-10 08:33,微博 weibo.com,17,18,10
ItvHxvxv6,【河南一医院院长拒戴口罩被停职】2月8日，河南新郑，一女士途经道路卡点，被要求戴口罩时连说16个“我不戴”。该女子情绪激动，自称新郑某医院领导，威胁现场工作人员，扬长而去。9日@郑州发布 通报，该女子存在不当言行，造成了不良影响，已暂停其副院长职务，市纪委监委已成立调查组调查。豫视频的秒拍视频（豫视频）                                ,无,无,无,2020-02-10 08:21,微博 weibo.com,238,38,73
ItvyShbxE,杭友圈#快拍快拍#战疫！温暖，感动，泪目……用镜头记录疫情时期的影像与故事 原图,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbqj2lzoykj20ku112net.jpg,无,无,2020-02-10 08:00,微博 weibo.com,3,2,0
ItvvlD8hY,【全国新增3062例确诊病例，累计40171例】2月9日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告，新增确诊病例3062例（湖北2618例），新增重症病例296例（湖北258例），新增死亡病例97例（湖北91例，安徽2例，黑龙江、江西、海南、甘肃各1例），新增疑似病例4008例（湖北2272例）。当日新增治愈出院病例632例（湖北356例），解除医学观察的密切接触者29307人。截至2月9日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例35982例（其中重症病例6484例），累计治愈出院病例3281例，累计死亡病例908例，累计报告确诊病例40171例（湖北核减87例，江西、甘肃各核减1例），现有疑似病例23589例。累计追踪到密切接触者399487人，尚在医学观察的密切接触者187518人。累计收到港澳台地区通报确诊病例64例：香港特别行政区36例（死亡1例），澳门特别行政区10例（治愈出院1例），台湾地区18例（治愈出院1例）。全国新增3062例确诊病例，累计40171例                原图                            ,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbqyzehxf2j20k008g42p.jpg,无,无,2020-02-10 07:51,微博 weibo.com,18,8,7
ItsFTE8oO,【84消毒液不能和医用酒精同时使用！两者混搭，有剧毒！】疫情期间，消毒成了千家万户重视的事情，84消毒液、酒精等是比较常见的消毒用品，但你知道吗，消毒用品也要科学使用，使用不当反而会有损健康。84消毒液具有强氧化性不宜直接接触皮肤84消毒液对人的皮肤也具有腐蚀性，直接接触后手上会有种滑爽感，这就是皮肤被腐蚀了。而消毒用的乙醇，最佳的浓度是70%到80%。84消毒液不能和医用酒精同时使用！两者混搭，有剧毒！                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbqmh73jfmj20dw0dtq3q.jpg,无,无,2020-02-10 00:39,微博 weibo.com,106,59,31
ItsDDkOsb,【新型冠状病毒属于SARS病毒？专家致歉：口误！钟南山：这两个（病毒）是两回事】据央视新闻消息，9日，湖北省召开第19场疫情防控工作新闻发布会，华中农业大学教授陈焕春介绍，“分析发现，新型冠状病毒属于SARS冠状病毒。”随后，陈焕春教授回应：“真的不好意思，完全属于口误，掉了两个字。”他表示，应为“新型冠状病毒属于SARS相关冠状病毒”。另据第一财经报道，钟南山院士接受采访时表示，新型冠状病毒是冠状病毒的一种，它跟SARS冠状病毒是平行的，二者是同一类（病毒），但不是同一种。专家致歉：新型冠状病毒属于SARS病毒系口误！                原图                            ,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbqmbuvjkxj20fw08tq38.jpg,无,无,2020-02-10 00:33,微博 weibo.com,193,23,61
ItsCh8JKj,【疫情期间外地返杭人员都要隔离14天？租户是否一律不能进小区？最全返杭攻略来了】随着企业分批复工和返程高峰的不断临近，这一连串的问题成了不少返杭人员心中的疑惑。为了打赢这场疫情防控阻击战，杭州近期实施严格的管控措施，各区县也陆续公布了相应办法。现在，我们奉上这份完整版“返杭攻略”，杭州各区返杭时间、返杭要求，返杭后的交通及生活变化都罗列在内，赶紧传递给有需要的小伙伴吧！疫情期间外地返杭人员都要隔离14天？租户是否一律不能进小区？最全返杭攻略来了！                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbqm8cxx39j20nz1wn140.jpg,无,无,2020-02-10 00:30,微博 weibo.com,227,31,116
Its2I7kYH,【最新！2月9日起，杭州全市农贸市场陆续实行进场人员身份信息登记制】刚刚，杭州市市场监督管理局发布通知，自2月9日起，全市各农贸市场将陆续实行进场人员身份信息登记制。目前，采用手机扫描二维码、现场身份证拍照、手工登记等方式记录。接下来，各市场还将装备“身份证读卡器”，力求通过“技防+人防”双管齐下，确保实现“人员可溯”。最新！2月9日起，杭州全市农贸市场陆续实行进场人员身份信息登记制                原图                            ,http://wx3.sinaimg.cn/large/6e1fdf79ly1gbqjoz1cc8j20jk08gjyp.jpg,无,无,2020-02-09 23:02,微博 weibo.com,40,19,17
